NQUEST,ANASC,ETA,Q
687171,1967,37,1
687171,1971,33,3
687171,1996,8,3
687171,1998,6,3
687171,2002,2,3
687172,1954,50,3
687172,1957,47,3
687172,1979,25,1
687173,1979,25,1
687173,1981,23,1
687173,1980,24,1
687174,1957,47,1
687174,1959,45,1
687174,1990,14,3
687174,1993,11,3
687175,1967,37,2
687175,1971,33,2
687175,2002,2,3
687176,1939,65,3
687176,1938,66,3
687177,1950,54,3
687177,1955,49,1
687177,1978,26,1
687178,1949,55,2
687179,1957,47,3
687181,1954,50,1
687181,1962,42,1
687181,1992,12,3
687184,1976,28,1
687184,1980,24,3
687185,1931,73,3
687185,1936,68,3
687188,1948,56,3
687188,1961,43,3
687188,1987,17,3
687188,1995,9,3
687189,1958,46,2
687189,1954,50,1
687189,1982,22,3
687189,1985,19,3
687190,1944,60,3
687190,1946,58,3
687190,1982,22,3
687190,1985,19,3
687191,1965,39,1
687191,1966,38,2
687191,1987,17,3
687191,2002,2,3
687194,1924,80,3
687194,1936,68,3
687194,1967,37,3
687195,1966,38,1
687195,1978,26,1
687195,2002,2,3
687196,1954,50,2
687196,1962,42,3
687196,1986,18,3
687196,1988,16,3
687196,1993,11,3
687196,2003,1,3
687201,1954,50,3
687202,1944,60,3
687202,1921,83,3
687203,1930,74,3
687203,1931,73,3
687205,1936,68,3
687205,1937,67,3
687206,1929,75,3
687207,1964,40,1
687208,1957,47,1
687208,1957,47,3
687209,1955,49,1
687209,1961,43,3
687209,1987,17,3
687210,1922,82,3
687211,1933,71,3
687212,1957,47,1
687212,1981,23,1
687212,1985,19,3
687212,1991,13,3
687213,1929,75,3
687213,1930,74,3
687215,1954,50,2
687215,1958,46,1
687215,1984,20,3
687215,1992,12,3
687215,1995,9,3
687216,1933,71,3
687216,1937,67,1
687216,1913,91,3
687217,1939,65,3
687218,1948,56,1
687218,1926,78,3
687219,1954,50,3
687219,1948,56,3
687219,1974,30,1
687219,1975,29,1
687220,1940,64,3
687220,1980,24,1
687221,1934,70,3
687221,1938,66,3
687223,1968,36,1
687223,1970,34,3
687223,1992,12,3
687223,1994,10,3
687223,1999,5,3
687225,1948,56,3
687225,1953,51,3
687225,1977,27,1
687225,1990,14,3
687226,1934,70,3
687227,1940,64,3
687228,1960,44,1
687228,1963,41,3
687228,1982,22,3
687228,1984,20,3
687229,1942,62,2
687229,1947,57,2
687229,1972,32,2
687230,1944,60,3
687230,1948,56,3
687231,1948,56,1
687232,1942,62,3
687232,1945,59,3
687233,1962,42,2
687233,1963,41,3
687233,1989,15,3
687233,1991,13,3
687234,1933,71,3
687234,1932,72,3
687235,1962,42,1
687235,1962,42,1
687235,1987,17,3
687236,1930,74,3
687237,1950,54,1
687237,1980,24,1
687238,1973,31,1
687239,1934,70,3
687240,1958,46,1
687244,1923,81,3
687244,1932,72,3
687245,1969,35,1
687245,1958,46,1
687245,1992,12,3
687245,2000,4,3
687247,1961,43,1
687248,1959,45,1
687248,1969,35,1
687248,1982,22,1
687249,1936,68,3
687250,1950,54,3
687250,1950,54,3
687250,1980,24,3
687252,1945,59,3
687252,1959,45,3
687252,1975,29,3
687252,1927,77,3
687253,1973,31,3
687253,1971,33,3
687253,1966,38,1
687253,1981,23,1
687253,1972,32,1
687254,1960,44,1
687255,1967,37,1
687255,1960,44,1
687256,1970,34,1
687257,1935,69,3
687258,1962,42,1
687258,1964,40,1
687259,1929,75,3
687260,1940,64,3
687260,1942,62,3
687263,1971,33,1
687264,1962,42,2
687264,1940,64,3
687264,1990,14,3
687266,1920,84,3
687268,1969,35,1
687268,1973,31,1
687269,1970,34,1
687269,1974,30,1
687270,1927,77,3
687271,1926,78,3
687272,1970,34,3
687272,1945,59,1
687272,1969,35,1
687273,1928,76,3
687273,1938,66,3
687274,1929,75,3
687275,1945,59,3
687275,1950,54,3
687275,1981,23,3
687276,1942,62,3
687276,1935,69,3
687276,1969,35,3
687277,1939,65,3
687277,1930,74,3
687278,1934,70,3
687278,1938,66,3
687278,1967,37,3
687279,1953,51,1
687279,1956,48,3
687279,1992,12,3
687280,1947,57,3
687280,1983,21,3
687281,1956,48,2
687281,1958,46,1
687281,1986,18,3
687283,1954,50,1
687283,1960,44,1
687283,1984,20,1
687287,1954,50,3
687287,1944,60,2
687287,1975,29,1
687287,1977,27,1
687288,1936,68,3
687288,1941,63,3
687289,1934,70,3
687290,1936,68,3
687291,1947,57,3
687291,1953,51,1
687291,1981,23,3
687291,1983,21,3
687292,1951,53,1
687292,1952,52,1
687292,1978,26,3
687292,1984,20,3
687297,1928,76,3
687297,1928,76,3
687298,1916,88,3
687298,1920,84,3
687301,1961,43,3
687301,1924,80,3
687301,1932,72,3
687301,1966,38,2
687301,1968,36,3
687302,1944,60,1
687302,1952,52,2
687303,1952,52,3
687303,1957,47,3
687303,1992,12,3
687304,1951,53,1
687304,1958,46,3
687304,1980,24,3
687304,1981,23,3
687304,1986,18,3
687304,1999,5,3
687305,1950,54,1
687305,1951,53,3
687305,1980,24,1
687306,1927,77,3
687307,1972,32,3
687307,1969,35,1
687307,1990,14,3
687307,1992,12,3
687308,1958,46,3
687308,1943,61,1
687308,1985,19,1
687309,1976,28,3
687309,1976,28,1
687309,1999,5,3
687309,2001,3,3
687309,2002,2,3
687310,1921,83,3
687311,1950,54,3
687311,1958,46,3
687311,1979,25,1
687312,1954,50,1
687312,1986,18,3
687313,1932,72,3
687316,1975,29,1
687316,1980,24,1
687316,2004,0,3
687317,1968,36,1
687317,1995,9,3
687317,1998,6,3
687318,1936,68,3
687318,1961,43,1
687319,1940,64,3
687321,1974,30,1
687321,1972,32,2
687322,1963,41,3
687322,1992,12,3
687322,1995,9,3
687323,1938,66,3
687323,1966,38,3
687323,1967,37,1
687323,1969,35,1
687323,1973,31,1
687323,1976,28,3
687324,1922,82,3
687325,1952,52,1
687325,1950,54,3
687325,1985,19,3
687326,1938,66,3
687327,1955,49,1
687327,1961,43,1
687327,1989,15,3
687327,1991,13,3
687328,1932,72,3
687328,1928,76,3
687328,1944,60,3
687329,1927,77,3
687329,1930,74,3
687330,1977,27,1
687332,1947,57,3
687332,1946,58,3
687332,1980,24,2
687333,1928,76,3
687333,1928,76,3
687334,1964,40,2
687334,1964,40,1
687336,1962,42,1
687336,1991,13,3
687337,1927,77,3
687338,1959,45,1
687338,1982,22,3
687338,1987,17,3
687339,1966,38,1
687339,1985,19,3
687339,2001,3,3
687339,2003,1,3
687341,1933,71,3
687341,1934,70,3
687342,1932,72,3
687342,1939,65,3
687343,1957,47,1
687343,1958,46,3
687347,1941,63,3
687347,1946,58,3
687350,1929,75,3
687350,1928,76,3
687353,1926,78,3
687353,1946,58,3
687355,1935,69,3
687355,1937,67,3
687356,1926,78,3
687359,1936,68,3
687361,1920,84,3
687362,1935,69,3
687363,1967,37,2
687363,1967,37,3
687363,1996,8,3
687364,1969,35,1
687365,1969,35,1
687371,1949,55,3
687371,1953,51,1
687371,1977,27,1
687372,1969,35,1
687372,1973,31,3
687374,1980,24,3
687374,1981,23,2
687376,1929,75,3
687376,1964,40,1
687380,1961,43,2
687380,1963,41,2
687380,1992,12,3
687380,1994,10,3
687381,1959,45,1
687381,1974,30,3
687381,1999,5,3
687381,2002,2,3
687382,1937,67,3
687382,1943,61,3
687382,1969,35,1
687383,1922,82,3
687383,1923,81,3
687384,1943,61,3
687384,1949,55,3
687384,1978,26,1
687385,1955,49,1
687385,1958,46,3
687385,1981,23,3
687387,1971,33,1
687387,1996,8,3
687387,2004,0,3
687388,1968,36,1
687389,1969,35,1
687389,1988,16,3
687389,1989,15,3
687390,1961,43,1
687390,1964,40,1
687390,1988,16,3
687390,1994,10,3
687391,1963,41,2
687391,1991,13,3
687393,1972,32,1
687399,1950,54,1
687399,1986,18,3
687400,1958,46,1
687400,1961,43,1
687400,1990,14,3
687400,1994,10,3
687401,1960,44,1
687401,1922,82,3
687402,1953,51,3
687402,1956,48,1
687403,1946,58,3
687403,1942,62,3
687403,1972,32,1
687403,1974,30,1
687403,1983,21,3
687403,1983,21,1
687404,1950,54,1
687404,1954,50,1
687404,1981,23,3
687405,1966,38,1
687405,1967,37,3
687405,2000,4,3
687406,1933,71,3
687407,1922,82,3
687407,1924,80,3
687408,1975,29,2
687408,1970,34,2
687408,1973,31,2
687409,1952,52,1
687409,1954,50,1
687409,1983,21,3
687409,1987,17,3
687410,1937,67,3
687410,1939,65,3
687411,1944,60,3
687411,1947,57,3
687411,1976,28,2
687412,1968,36,2
687412,1976,28,3
687412,1999,5,3
687412,2004,0,3
687413,1965,39,1
687413,1968,36,1
687414,1974,30,1
687415,1960,44,1
687415,1960,44,1
687415,1999,5,3
687416,1962,42,2
687417,1960,44,1
687417,1988,16,3
687418,1947,57,1
687418,1949,55,1
687418,1984,20,3
687421,1964,40,2
687421,1964,40,3
687421,2000,4,3
687422,1950,54,3
687422,1952,52,2
687422,1982,22,3
687422,1986,18,3
687423,1950,54,2
687423,1948,56,2
687423,1918,86,3
687424,1965,39,2
687424,1956,48,2
687424,1989,15,3
687424,1990,14,3
687424,1990,14,3
687425,1937,67,3
687425,1943,61,3
687425,1970,34,3
687425,1975,29,1
687426,1946,58,3
687426,1952,52,1
687426,1978,26,1
687426,1960,44,3
687427,1947,57,3
687427,1944,60,2
687427,1979,25,3
687428,1939,65,3
687428,1938,66,3
687429,1950,54,1
687429,1954,50,3
687429,1980,24,1
687429,1981,23,3
687430,1938,66,3
687431,1946,58,1
687431,1945,59,3
687431,1974,30,1
687431,1980,24,3
687431,1985,19,3
687434,1947,57,1
687434,1944,60,1
687434,1971,33,1
687435,1978,26,1
687436,1970,34,2
687436,1973,31,3
687436,2002,2,3
687437,1943,61,3
687437,1946,58,3
687437,1972,32,1
687437,1976,28,1
687440,1975,29,1
687441,1954,50,1
687441,1990,14,3
687441,1991,13,3
687442,1936,68,3
687442,1935,69,3
687442,1971,33,3
687443,1940,64,1
687443,1938,66,3
687445,1965,39,2
687445,1965,39,3
687445,1929,75,3
687446,1970,34,1
687447,1980,24,1
687448,1924,80,3
687449,1957,47,1
687449,1982,22,3
687450,1965,39,2
687450,1965,39,1
687450,2000,4,3
687451,1965,39,1
687452,1951,53,2
687452,1974,30,1
687453,1964,40,2
687454,1968,36,1
687455,1929,75,3
687455,1936,68,3
687455,1964,40,1
687456,1955,49,2
687456,1956,48,1
687457,1935,69,3
687457,1938,66,3
687457,1971,33,1
687458,1964,40,1
687459,1958,46,1
687459,1961,43,3
687459,1982,22,3
687459,1984,20,3
687459,1987,17,3
687460,1952,52,3
687460,1954,50,1
687460,1984,20,3
687460,1984,20,3
687461,1938,66,1
687462,1958,46,3
687462,1963,41,2
687462,1996,8,3
687462,1999,5,3
687463,1973,31,2
687463,1975,29,3
687463,2000,4,3
687463,2004,0,3
687465,1964,40,1
687466,1941,63,3
687467,1957,47,1
687468,1961,43,1
687468,1965,39,2
687468,1997,7,3
687468,1999,5,3
687470,1930,74,3
687471,1975,29,1
687471,1941,63,3
687471,1947,57,3
687473,1928,76,3
687481,1913,91,3
687488,1915,89,3
687490,1940,64,3
687490,1938,66,3
687490,1962,42,1
687490,1966,38,3
687490,1970,34,1
687491,1919,85,3
687492,1974,30,3
687492,1968,36,2
687495,1956,48,3
687495,1965,39,3
687497,1964,40,1
687497,1961,43,2
687497,1993,11,3
687498,1933,71,3
687498,1942,62,3
687499,1981,23,3
687499,1976,28,1
687499,2002,2,3
687500,1972,32,3
687500,1968,36,2
687500,2002,2,3
687502,1922,82,3
687503,1969,35,1
687508,1967,37,1
687508,1965,39,1
687508,2000,4,3
687508,2004,0,3
687509,1979,25,1
687509,1974,30,2
687509,2003,1,3
687510,1939,65,3
687511,1925,79,3
687512,1923,81,3
687512,1930,74,3
687513,1953,51,3
687513,1955,49,1
687527,1944,60,2
687527,1950,54,3
687528,1966,38,2
687528,1993,11,3
687528,1996,8,3
687529,1934,70,3
687530,1940,64,3
687530,1964,40,1
687531,1979,25,1
687531,1979,25,1
687532,1932,72,3
687532,1938,66,3
687533,1941,63,3
687534,1969,35,1
687534,1983,21,3
687534,1964,40,1
687535,1923,81,3
687535,1950,54,2
687536,1962,42,1
687536,1967,37,1
687536,1994,10,3
687536,1996,8,3
687537,1958,46,1
687537,1950,54,1
687537,1986,18,3
687538,1926,78,3
687544,1919,85,3
687544,1915,89,3
687548,1929,75,3
687549,1949,55,3
687551,1953,51,1
687552,1946,58,3
687552,1943,61,3
687552,1983,21,3
687552,1983,21,3
687553,1959,45,1
687553,1959,45,1
687553,1999,5,3
687553,2000,4,3
687554,1958,46,1
687554,1961,43,2
687554,1991,13,3
687554,1993,11,3
687556,1942,62,3
687557,1966,38,3
687557,1965,39,1
687557,1993,11,3
687557,1995,9,3
687558,1969,35,2
687558,1972,32,2
687558,2000,4,3
687560,1940,64,3
687560,1944,60,3
687560,1965,39,2
687563,1970,34,1
687564,1975,29,3
687564,1973,31,2
687564,2004,0,3
687564,2004,0,3
687569,1971,33,1
687569,1966,38,1
687576,1940,64,3
687576,1938,66,3
687576,1965,39,3
687577,1949,55,1
687577,1951,53,3
687577,1977,27,1
687577,1983,21,3
687577,1990,14,3
687579,1952,52,1
687579,1954,50,1
687579,1985,19,3
687579,1987,17,3
687580,1950,54,2
687580,1966,38,3
687580,1981,23,3
687580,1983,21,3
687580,1984,20,3
687580,1990,14,3
687581,1913,91,3
687582,1947,57,3
687582,1944,60,3
687583,1966,38,1
687584,1954,50,1
687584,1956,48,3
687584,1980,24,3
687585,1922,82,3
687586,1960,44,1
687587,1923,81,3
687588,1945,59,3
687588,1948,56,3
687589,1936,68,3
687590,1943,61,3
687595,1961,43,1
687595,1963,41,1
687595,1984,20,3
687595,1989,15,3
687596,1962,42,1
687596,1967,37,1
687598,1953,51,2
687598,1966,38,1
687598,1999,5,3
687598,2002,2,3
687599,1944,60,1
687599,1973,31,1
687600,1951,53,1
687600,1970,34,1
687600,2001,3,3
687601,1945,59,3
687601,1941,63,1
687601,1983,21,3
687601,1987,17,3
687601,1990,14,3
687604,1935,69,3
687609,1961,43,1
687609,1991,13,3
687610,1969,35,1
687614,1950,54,1
687614,1955,49,3
687614,1978,26,1
687614,1983,21,3
687625,1958,46,1
687627,1968,36,1
687628,1980,24,3
687628,1970,34,1
687629,1941,63,3
687630,1937,67,3
687630,1932,72,3
687631,1960,44,3
687631,1957,47,1
687631,1981,23,1
687631,1986,18,3
687631,1996,8,3
687632,1960,44,3
687632,1956,48,2
687632,1985,19,1
687632,1988,16,1
687632,1981,23,1
687633,1967,37,2
687633,1970,34,1
687633,2000,4,3
687643,1940,64,3
687643,1910,94,3
687644,1972,32,1
687648,1951,53,1
687648,1951,53,1
687650,1938,66,3
687652,1948,56,3
687652,1954,50,3
687652,1974,30,1
687652,1979,25,1
687653,1937,67,3
687653,1941,63,3
687655,1931,73,3
687656,1933,71,3
687656,1954,50,3
687657,1934,70,3
687659,1920,84,3
687659,1925,79,3
687660,1934,70,3
687661,1952,52,1
687661,1952,52,1
687661,1982,22,3
687664,1967,37,1
687664,1965,39,1
687664,1996,8,3
687664,2000,4,3
687666,1951,53,3
687666,1949,55,3
687671,1927,77,3
687671,1949,55,2
687673,1939,65,3
687674,1950,54,1
687674,1957,47,1
687674,1989,15,3
687674,1992,12,3
687675,1925,79,3
687675,1953,51,3
687676,1943,61,1
687676,1944,60,3
687676,1976,28,3
687676,1981,23,3
687676,1982,22,3
687677,1962,42,3
687677,1924,80,3
687678,1949,55,3
687678,1980,24,3
687678,1983,21,3
687679,1932,72,3
687680,1928,76,3
687682,1972,32,1
687682,1972,32,1
687683,1921,83,3
687684,1936,68,3
687684,1937,67,3
687685,1944,60,3
687685,1977,27,3
687686,1978,26,1
687687,1925,79,3
687687,1933,71,3
687688,1954,50,2
687688,1955,49,2
687688,1985,19,3
687688,1987,17,3
687688,1994,10,3
687689,1956,48,1
687689,1965,39,1
687689,2001,3,3
687689,2002,2,3
687690,1947,57,1
687690,1955,49,1
687690,1976,28,1
687690,1979,25,1
687690,1987,17,3
687691,1965,39,1
687691,1926,78,3
687692,1963,41,1
687692,1966,38,1
687693,1933,71,3
687693,1934,70,3
687694,1921,83,3
687694,1915,89,3
687695,1942,62,3
687695,1967,37,3
687695,1989,15,3
687696,1971,33,1
687696,1972,32,3
687696,1990,14,3
687696,1992,12,3
687696,1994,10,3
687696,1998,6,3
687696,2003,1,3
687697,1926,78,3
687697,1931,73,3
687697,1975,29,3
687699,1962,42,1
687699,1963,41,1
687699,1991,13,3
687699,1995,9,3
687717,1948,56,1
687717,1960,44,3
687717,1992,12,3
687718,1928,76,3
687719,1933,71,3
687719,1930,74,3
687769,1978,26,2
687769,1952,52,1
687769,1950,54,3
687769,1988,16,3
687827,1953,51,1
687827,1984,20,3
687827,1989,15,3
687828,1928,76,3
687829,1936,68,3
687830,1938,66,3
687830,1939,65,3
687831,1930,74,3
687831,1931,73,3
687832,1941,63,3
687832,1943,61,3
687833,1930,74,3
687834,1960,44,1
687834,1965,39,1
687836,1975,29,1
687836,1950,54,2
687836,1954,50,1
687836,1927,77,3
687836,1921,83,3
687837,1969,35,1
687837,1967,37,1
687838,1950,54,3
687841,1945,59,3
687842,1926,78,3
687842,1932,72,3
687843,1928,76,3
687844,1927,77,3
687845,1928,76,3
687846,1921,83,3
687846,1919,85,3
687847,1920,84,3
687847,1919,85,3
687848,1929,75,3
687848,1920,84,3
687849,1927,77,3
687849,1934,70,3
687850,1924,80,3
687850,1966,38,1
687851,1920,84,3
687851,1931,73,3
687852,1936,68,3
687852,1950,54,3
687853,1926,78,3
687853,1941,63,3
687862,1948,56,1
687871,1977,27,1
687871,1978,26,1
687875,1936,68,3
687876,1960,44,3
687876,1946,58,3
687877,1966,38,1
687877,1966,38,1
687877,1997,7,3
687877,2002,2,3
687878,1979,25,1
687878,1950,54,1
687878,1954,50,1
687878,1985,19,1
687878,1992,12,3
687879,1938,66,3
687879,1920,84,3
687879,1941,63,3
687881,1960,44,2
687881,1964,40,3
687881,1998,6,3
687881,1999,5,3
687882,1971,33,1
687882,1967,37,1
687882,1994,10,3
687882,2004,0,3
687883,1979,25,3
687883,1946,58,2
687883,1955,49,3
687883,1976,28,1
687884,1955,49,1
687884,1961,43,3
687884,1993,11,3
687886,1963,41,1
687886,1966,38,3
687886,1989,15,3
687887,1937,67,3
687887,1925,79,3
687888,1956,48,1
687888,1949,55,1
687888,1981,23,3
687888,1983,21,3
687889,1954,50,3
687889,1952,52,3
687889,1983,21,3
687889,1990,14,3
687890,1937,67,3
687890,1983,21,3
687890,1941,63,3
687891,1939,65,3
687891,1942,62,3
687891,1973,31,3
687891,1981,23,3
687892,1969,35,3
687892,1933,71,3
687892,1942,62,3
687893,1953,51,3
687893,1944,60,3
687893,1983,21,1
687893,1979,25,2
687894,1935,69,3
687894,1935,69,3
687894,1975,29,2
687896,1961,43,3
687896,1957,47,1
687896,1992,12,3
687897,1925,79,3
687897,1924,80,3
687898,1940,64,3
687899,1955,49,2
687899,1963,41,1
687900,1927,77,3
687904,1974,30,2
687904,1971,33,2
687904,2003,1,3
687905,1951,53,1
687905,1953,51,3
687905,1980,24,1
687905,1984,20,3
687905,1989,15,3
687908,1950,54,1
687908,1954,50,1
687908,1981,23,3
687908,1985,19,3
687913,1964,40,2
687913,1963,41,3
687913,1990,14,3
687913,2001,3,3
687915,1932,72,3
687916,1944,60,3
687916,1951,53,3
687916,1973,31,1
687917,1955,49,3
687917,1959,45,1
687917,1985,19,3
687917,1988,16,1
687918,1956,48,3
687918,1961,43,3
687918,1979,25,3
687918,1986,18,3
687921,1924,80,3
687921,1930,74,3
687922,1917,87,3
687923,1943,61,1
687924,1957,47,1
687924,1982,22,1
687924,1984,20,1
687925,1950,54,2
687925,1954,50,3
687926,1978,26,2
687926,1979,25,1
687926,2002,2,3
687927,1961,43,1
687927,1984,20,3
687927,1986,18,3
687928,1952,52,2
687928,1953,51,3
687928,1972,32,1
687928,1975,29,2
687928,1980,24,3
687929,1979,25,1
687929,1984,20,3
687929,2002,2,3
687931,1937,67,3
687931,1941,63,3
687932,1968,36,1
687933,1938,66,3
687934,1976,28,1
687934,1980,24,1
687934,2003,1,3
687936,1964,40,1
687936,1965,39,3
687936,1994,10,3
687937,1957,47,1
687937,1960,44,3
687937,1963,41,1
687938,1959,45,3
687938,1961,43,3
687938,1978,26,3
687938,1980,24,3
687938,1985,19,3
687938,1987,17,3
687938,1997,7,3
687938,2000,4,3
687938,2004,0,3
687939,1958,46,3
687939,1958,46,3
687939,1984,20,3
687939,1978,26,1
687939,2004,0,3
687940,1974,30,2
687940,1974,30,3
687940,2004,0,3
687941,1957,47,2
687941,1959,45,2
687941,1991,13,3
687942,1914,90,3
687942,1944,60,2
687943,1932,72,3
687943,1939,65,3
687944,1951,53,3
687944,1950,54,3
687944,1985,19,3
687945,1934,70,3
687945,1946,58,2
687946,1940,64,3
687946,1950,54,3
687948,1957,47,1
687948,1953,51,1
687948,1987,17,3
687948,1993,11,3
687949,1917,87,3
687950,1979,25,3
687950,1954,50,3
687950,1953,51,1
687951,1920,84,3
687951,1925,79,3
687951,1956,48,3
687952,1928,76,3
687953,1985,19,2
687953,1986,18,1
687955,1955,49,1
687955,1961,43,2
687955,1987,17,3
687955,1991,13,3
687955,1994,10,3
687957,1955,49,1
687957,1978,26,3
687958,1976,28,1
687958,1977,27,1
687959,1916,88,3
687960,1976,28,1
687960,1970,34,1
687961,1978,26,1
687961,1977,27,1
687963,1934,70,3
687965,1929,75,3
687965,1931,73,3
687966,1959,45,1
687966,1963,41,1
687967,1950,54,1
687967,1956,48,1
687967,1985,19,3
687970,1979,25,1
687970,1983,21,1
687970,1977,27,1
687970,1982,22,3
687971,1976,28,3
687971,1936,68,3
687971,1943,61,3
687972,1935,69,3
687972,1938,66,3
687972,1963,41,1
687972,1970,34,1
687973,1952,52,2
687973,1954,50,3
687973,1977,27,3
687974,1949,55,3
687974,1946,58,3
687975,1927,77,3
687975,1966,38,1
687975,1961,43,1
687975,1996,8,3
687976,1961,43,2
687976,1971,33,3
687978,1972,32,3
687978,1968,36,1
687978,1999,5,3
687978,2004,0,3
